,Season Number,Startup Name,Episode Number,Pitch Number,Season Start,Season End,Anchor,Industry,Business Description,Started in,Number of Presenters,Male Presenters,Female Presenters,Transgender Presenters,Couple Presenters,Pitchers Average Age,Pitchers City,Pitchers State,Yearly Revenue,Monthly Sales,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Total Deal Amount,Total Deal Equity,Total Deal Debt,Debt Interest,Deal Valuation,Number of Sharks in Deal,Deal Has Conditions,Royalty Deal,Advisory Shares Equity,Namita Investment Amount,Namita Investment Equity,Namita Debt Amount,Vineeta Investment Amount,Vineeta Investment Equity,Vineeta Debt Amount,Anupam Investment Amount,Anupam Investment Equity,Anupam Debt Amount,Aman Investment Amount,Aman Investment Equity,Aman Debt Amount,Peyush Investment Amount,Peyush Investment Equity,Peyush Debt Amount,Amit Investment Amount,Amit Investment Equity,Amit Debt Amount,Ashneer Investment Amount,Ashneer Investment Equity,Ashneer Debt Amount,Guest Investment Amount,Guest Investment Equity,Guest Debt Amount,Namita Present,Vineeta Present,Anupam Present,Aman Present,Peyush Present,Amit Present,Ashneer Present,Guest Present
45,1,Cocofit,15,46,2021-12-20,2022-02-04,Rannvijay Singh,Food,Coconut based beverage franchise,2019.0,3,3.0,0.0,0.0,0.0,Middle,Hyderabad,Telangana,100.0,0.0,5e-05,5.0,0.0,1,1.0,5e-05,5.0,0.0,0.0,0.0,3.0,no,0.0,0.0,1.6e-05,1.666,0.0,0.0,0.0,0.0,1.6e-05,1.666,0.0,1.6e-05,1.666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
46,1,BambooIndia,16,47,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Bamboo Products,2016.0,2,1.0,1.0,0.0,1.0,Middle,Pune,Maharashtra,380.0,20.0,80.0,4.0,2000.0,1,1.0,50.0,3.5,30.0,0.0,1429.0,2.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.75,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1.75,15.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
47,1,FlyingFur,16,48,2021-12-20,2022-02-04,Rannvijay Singh,Animal/Pets,Dog pets Hygiene,2016.0,3,2.0,1.0,0.0,0.0,Middle,Delhi,Delhi,0.0,0.0,75.0,7.0,1071.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
48,1,BeyondWater,16,49,2021-12-20,2022-02-04,Rannvijay Singh,Food,Liquid Water Enhancer,2020.0,2,1.0,1.0,0.0,0.0,Young,Kolkata,West Bengal,0.0,10.0,75.0,4.0,1875.0,1,1.0,75.0,15.0,0.0,0.0,500.0,2.0,no,0.0,0.0,37.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
49,1,Let'sTry,16,50,2021-12-20,2022-02-04,Rannvijay Singh,Food,Healthy Snacks,2017.0,4,1.0,3.0,0.0,1.0,Middle,Delhi,Delhi,0.0,3.0,45.0,2.0,2250.0,1,1.0,45.0,12.0,0.0,0.0,375.0,2.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,6.0,0.0,22.5,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
50,1,FindYourKicksIndia,17,51,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Sneaker Resale,2021.0,3,3.0,0.0,0.0,0.0,Young,Ludhiana,Punjab,0.0,3.5,50.0,10.0,500.0,1,1.0,50.0,25.0,0.0,0.0,200.0,5.0,no,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,10.0,5.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
51,1,AasVidyalaya,17,52,2021-12-20,2022-02-04,Rannvijay Singh,Education,EdTech App,2019.0,2,1.0,1.0,0.0,1.0,Middle,Mumbai,Maharashtra,150.0,0.0,150.0,3.0,5000.0,1,1.0,150.0,15.0,0.0,0.0,1000.0,3.0,no,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,50.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
52,1,Outbox,17,53,2021-12-20,2022-02-04,Rannvijay Singh,Services,Premium Surprise-Planning,2017.0,2,1.0,1.0,0.0,0.0,Young,Kolkata,West Bengal,110.0,0.0,50.0,5.0,1000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
53,1,RoadBounce,17,54,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Pothole Detection Software and Data,2016.0,1,1.0,0.0,0.0,0.0,Middle,Pune,Maharashtra,250.0,0.0,80.0,10.0,800.0,1,1.0,80.0,20.0,0.0,0.0,400.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
54,1,Mommy'sKitchen,18,55,2021-12-20,2022-02-04,Rannvijay Singh,Food,Thin Crust Pizza,2016.0,3,2.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,92.0,4.5,90.0,3.0,3000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
55,1,IndiaHempandCo,18,56,2021-12-20,2022-02-04,Rannvijay Singh,Food,Hemp Food Products,2019.0,1,0.0,1.0,0.0,0.0,Middle,Bangalore,Karnataka,27.0,2.0,50.0,4.0,1250.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
56,1,Otua,18,57,2021-12-20,2022-02-04,Rannvijay Singh,Vehicles/Electrical Vehicles,Electric Auto Vehicle Dandera,2018.0,2,2.0,0.0,0.0,0.0,Middle,Gurgaon,Haryana,0.0,0.0,100.0,1.0,10000.0,1,1.0,1.0,1.0,99.0,12.0,100.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,99.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
57,1,Anthyesti,18,58,2021-12-20,2022-02-04,Rannvijay Singh,Services,Funeral Service the last rites,2015.0,1,0.0,1.0,0.0,0.0,Middle,Bangalore,Karnataka,116.0,0.0,50.0,2.5,2000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
58,1,Ethik,19,59,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Leather-free Shoes,2012.0,2,2.0,0.0,0.0,0.0,Middle,Bangalore,Karnataka,12.0,1.0,15.0,5.0,300.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
59,1,WeSTOCK,19,60,2021-12-20,2022-02-04,Rannvijay Singh,Animal/Pets,Brainwired Livestock health monitoring AI pets ear tag,2018.0,2,2.0,0.0,0.0,0.0,Middle,Ernakulam,Kerala,54.0,0.0,50.0,5.0,1000.0,1,1.0,60.0,10.0,0.0,0.0,600.0,4.0,no,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.5,0.0,15.0,2.5,0.0,0.0,0.0,0.0,15.0,2.5,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
60,1,KetoIndia,19,61,2021-12-20,2022-02-04,Rannvijay Singh,Food,Customised Keto Diets for various Medical/Health issues,2019.0,1,1.0,0.0,0.0,0.0,Young,Delhi,Delhi,180.0,15.0,150.0,1.25,12000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
61,1,Magiclock,19,62,2021-12-20,2022-02-04,Rannvijay Singh,Hardware,LPG Cylinder lock,2019.0,3,3.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,0.0,0.04,120.0,8.0,1500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
62,1,TheStatePlate,20,63,2021-12-20,2022-02-04,Rannvijay Singh,Food,Delicacies,2020.0,2,1.0,1.0,0.0,0.0,Young,"Bangalore,Kolkata","Karnataka,West Bengal",0.0,40.0,65.0,2.0,3250.0,1,1.0,40.0,3.0,25.0,0.0,1333.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
63,1,Bakarmax,20,64,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Comics & Animation,2020.0,2,2.0,0.0,0.0,0.0,Young,Delhi,Delhi,35.0,5.0,35.0,5.0,700.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
64,1,INACAN,20,65,2021-12-20,2022-02-04,Rannvijay Singh,Food,Can Cocktails,2020.0,3,3.0,0.0,0.0,0.0,Middle,Pune,Maharashtra,0.0,23.0,50.0,2.0,2500.0,1,1.0,100.0,10.0,0.0,0.0,1000.0,5.0,no,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,20.0,2.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
65,1,Get-A-Whey,21,66,2021-12-20,2022-02-04,Rannvijay Singh,Food,Sugar-Free Icecream,2018.0,2,1.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,360.0,0.25,100.0,8.0,1250.0,1,1.0,100.0,15.0,0.0,0.0,667.0,3.0,no,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
66,1,Sid07Designs,21,67,2021-12-20,2022-02-04,Rannvijay Singh,Hardware,Inventions,2018.0,1,1.0,0.0,0.0,0.0,Young,Jammu,Jammu & Kashmir,0.0,1.0,47.0,10.0,470.0,1,1.0,25.0,75.0,22.0,0.0,33.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,75.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
67,1,TheQuirkyNaari,21,68,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Customised Apparels,2018.0,1,0.0,1.0,0.0,0.0,Young,Mathura,Uttar Pradesh,0.0,3.0,35.0,5.0,700.0,1,1.0,35.0,24.0,0.0,0.0,146.0,2.0,no,0.0,0.0,0.0,0.0,0.0,17.5,12.0,0.0,17.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
68,1,HairOriginals,22,69,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Natural Hair Extensions,2019.0,3,3.0,0.0,0.0,0.0,Middle,Gurgaon,Haryana,0.0,55.0,60.0,2.0,3000.0,1,1.0,60.0,4.0,0.0,0.0,1500.0,3.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.33,0.0,0.0,0.0,0.0,20.0,1.33,0.0,0.0,0.0,0.0,20.0,1.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
69,1,Poo-de-Cologne,22,70,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Toilet Spray with Essential Oils,2021.0,1,0.0,1.0,0.0,0.0,Middle,Mumbai,Maharashtra,0.0,0.75,75.0,5.0,1500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
70,1,Moonshine,22,71,2021-12-20,2022-02-04,Rannvijay Singh,Food,Meads,2018.0,2,2.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,372.0,0.0,80.0,0.5,16000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
71,1,Falhari,22,72,2021-12-20,2022-02-04,Rannvijay Singh,Food,Fresh Fruits salads,2015.0,3,3.0,0.0,0.0,0.0,Middle,Gurgaon,Haryana,0.0,1.0,50.0,2.0,2500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
72,1,NamhyaFoods,23,73,2021-12-20,2022-02-04,Rannvijay Singh,Food,Ayurvedic Enriched Food,2019.0,1,0.0,1.0,0.0,0.0,Young,Jammu,Jammu & Kashmir,0.0,16.0,100.0,5.0,2000.0,1,1.0,50.0,10.0,50.0,0.0,500.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
73,1,UrbanMonkey,23,74,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Streetwear,2014.0,1,1.0,0.0,0.0,0.0,Young,Mumbai,Maharashtra,2500.0,200.0,100.0,1.0,10000.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
74,1,GuardianGears,23,75,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Motorcycle Luggage bags,2018.0,2,1.0,1.0,0.0,1.0,Middle,Hyderabad,Telangana,250.0,21.0,30.0,5.0,600.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
75,1,ModernMyth,23,76,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Bags Slings Clutches Handbags Totes Laptop Bags Travel Essentials Pouches Trunks & Gifting,2019.0,2,1.0,1.0,0.0,0.0,Young,Delhi,Delhi,0.0,14.0,75.0,5.0,1500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
76,1,TheSassBar,24,77,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Gifts Soaps,2019.0,1,0.0,1.0,0.0,0.0,Young,Mumbai,Maharashtra,0.0,7.0,40.0,8.0,500.0,1,1.0,50.0,35.0,0.0,0.0,143.0,2.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,17.5,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
77,1,KGAgrotech,24,78,2021-12-20,2022-02-04,Rannvijay Singh,Agriculture,Agricultural Innovations,2022.0,2,2.0,0.0,0.0,0.0,Young,Malegaon,Maharashtra,0.0,0.0,30.0,10.0,300.0,1,1.0,10.0,40.0,20.0,0.0,25.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
78,1,NuskhaKitchen,24,79,2021-12-20,2022-02-04,Rannvijay Singh,Food,Homemade after delivery Foods,2019.0,2,1.0,1.0,0.0,0.0,Middle,Jaipur,Rajasthan,0.0,1.45,20.0,10.0,200.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
79,1,PawsIndia,25,80,2021-12-20,2022-02-04,Rannvijay Singh,Animal/Pets,Dog Products,2016.0,1,0.0,1.0,0.0,0.0,Young,Mumbai,Maharashtra,300.0,20.0,50.0,4.0,1250.0,1,1.0,50.0,15.0,0.0,0.0,333.0,1.0,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
80,1,SunfoxTechnologies,25,81,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Portable ECG Device,2016.0,4,4.0,0.0,0.0,0.0,Young,Dehradun,Uttarakhand,120.0,5.0,100.0,2.0,5000.0,1,1.0,100.0,6.0,0.0,0.0,1667.0,5.0,no,0.0,0.0,20.0,1.2,0.0,20.0,1.2,0.0,20.0,1.2,0.0,0.0,0.0,0.0,20.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.2,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
81,1,Alpino,25,82,2021-12-20,2022-02-04,Rannvijay Singh,Food,Roasted Peanut butter Products,2016.0,4,4.0,0.0,0.0,0.0,Young,Surat,Gujarat,0.0,0.0,150.0,2.0,7500.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
82,1,IsakFragrances,26,83,2021-12-20,2022-02-04,Rannvijay Singh,Beauty/Fashion,Perfumes Fragrances,2016.0,1,0.0,1.0,0.0,0.0,Young,Lucknow,Uttar Pradesh,0.0,3.5,50.0,8.0,625.0,1,1.0,50.0,50.0,0.0,0.0,100.0,1.0,yes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
83,1,JulaaAutomation,26,84,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Automatic Cradle,2022.0,3,3.0,0.0,0.0,0.0,Middle,Ahmedabad,Gujarat,0.0,0.0,50.0,10.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
84,1,RarePlanet,26,85,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Handicrafts,2015.0,2,2.0,0.0,0.0,0.0,Middle,Kolkata,West Bengal,0.0,12.0,65.0,1.0,6500.0,1,1.0,65.0,3.0,0.0,0.0,2167.0,1.0,no,0.0,0.0,65.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
85,1,ThekaCoffee,27,86,2021-12-20,2022-02-04,Rannvijay Singh,Food,Coffee Products,2018.0,1,1.0,0.0,0.0,0.0,Young,Gandhinagar,Gujarat,180.0,4.0,50.0,10.0,500.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
86,1,WattTechnovations,27,87,2021-12-20,2022-02-04,Rannvijay Singh,Medical/Health,Ventilated PPE Kits,2020.0,1,1.0,0.0,0.0,0.0,Young,Pune,Maharashtra,0.0,0.0,0.00101,2.0,0.0,1,1.0,0.00101,4.0,0.0,0.0,0.0,4.0,no,0.0,0.0,0.0002525,1.0,0.0,0.0,0.0,0.0,0.0002525,1.0,0.0,0.0,0.0,0.0,0.0002525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002525,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
87,1,AlisteTechnologies,27,88,2021-12-20,2022-02-04,Rannvijay Singh,Technology/Software,Automation Solutions,2020.0,6,6.0,0.0,0.0,0.0,Young,Noida,Uttar Pradesh,63.0,7.5,60.0,5.0,1200.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
88,1,InsuranceSamadhan,27,89,2021-12-20,2022-02-04,Rannvijay Singh,Services,Insurance Solutions,2016.0,3,2.0,1.0,0.0,0.0,Middle,Noida,Uttar Pradesh,104.0,22.0,100.0,1.0,10000.0,1,1.0,100.0,4.0,0.0,0.0,2500.0,1.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
89,1,HumpyA2,28,90,2021-12-20,2022-02-04,Rannvijay Singh,Food,Organic Milk A2 Products,2017.0,3,2.0,1.0,0.0,0.0,Middle,Pune,Maharashtra,208.0,0.0,75.0,4.0,1875.0,1,1.0,100.0,15.0,0.0,0.0,667.0,3.0,no,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.33,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
90,1,KunafaWorld,28,91,2021-12-20,2022-02-04,Rannvijay Singh,Food,Kunafa food products,2018.0,2,1.0,1.0,0.0,1.0,Young,Mangalore,Karnataka,200.0,30.0,90.0,5.0,1800.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
91,1,GoldSafeSolutions,28,92,2021-12-20,2022-02-04,Rannvijay Singh,Manufacturing,Anti-Suicidal Fan Rod,2017.0,2,2.0,0.0,0.0,0.0,Middle,Mumbai,Maharashtra,60.0,0.0,50.0,5.0,1000.0,1,1.0,50.0,30.0,0.0,0.0,167.0,3.0,no,0.0,0.0,0.0,0.0,0.0,16.66,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.66,10.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
